cdate,aname,fdust,ufdust,ufdust_grade,nd,nd_pass
20180307,WN,24,14,good,0.021,1
20180307,WN,31,16,normal,0.036000000000000004,1
20180308,CENTER,26,22,normal,0.02,1
20180308,ES,35,28,normal,0.021,1
20180308,ES,32,24,normal,0.021,1
20180308,ES,34,24,normal,0.024,1
20180308,ES,29,24,normal,0.027000000000000003,1
20180308,WS,31,27,normal,0.025,1
20180308,WS,33,25,normal,0.023,1
20180308,WS,31,27,normal,0.027000000000000003,1
20180308,WS,31,24,normal,0.024,1
20180308,WS,38,31,normal,0.025,1
20180308,WS,41,30,normal,0.021,1
20180308,WS,34,26,normal,0.022000000000000002,1
20180308,EN,34,26,normal,0.015,1
20180308,EN,28,21,normal,0.015,1
20180308,EN,30,28,normal,0.016,1
20180308,EN,33,26,normal,0.02,1
20180308,EN,30,27,normal,0.024,1
20180308,EN,27,23,normal,0.022000000000000002,1
20180308,EN,35,30,normal,0.02,1
20180308,EN,29,23,normal,0.022000000000000002,1
20180308,WN,19,15,good,0.018000000000000002,1
20180308,WN,14,14,good,0.02,1
20180308,WN,16,11,good,0.033,1
20180308,CENTER,29,23,normal,0.023,1
20180309,CENTER,41,31,normal,0.036000000000000004,1
20180309,ES,55,40,bad,0.035,1
20180309,ES,48,33,normal,0.034,1
20180309,ES,65,38,bad,0.037000000000000005,1
20180309,ES,47,37,bad,0.039,1
20180309,WS,53,43,bad,0.048,1
20180309,WS,67,49,bad,0.043,1
20180309,WS,61,49,bad,0.044000000000000004,1
20180309,WS,61,46,bad,0.04,1
20180309,WS,68,48,bad,0.051,0
20180309,WS,73,52,bad,0.038,1
20180309,WS,51,36,bad,0.042,1
20180309,EN,45,32,normal,0.027000000000000003,1
20180309,EN,41,28,normal,0.023,1
20180309,EN,47,33,normal,0.024,1
20180309,EN,41,31,normal,0.031,1
20180309,EN,42,34,normal,0.053,0
20180309,EN,44,31,normal,0.035,1
20180309,EN,57,42,bad,0.037000000000000005,1
20180309,EN,45,30,normal,0.036000000000000004,1
20180309,WN,56,41,bad,0.045,1
20180309,WN,41,32,normal,0.047,1
20180309,WN,39,29,normal,0.036000000000000004,1
20180309,CENTER,41,31,normal,0.036000000000000004,1
20180310,EN,48,31,normal,0.032,1
20180310,ES,55,42,bad,0.038,1
20180310,ES,50,31,normal,0.036000000000000004,1
20180310,ES,48,29,normal,0.031,1
20180310,ES,42,32,normal,0.035,1
20180310,WS,41,32,normal,0.038,1
20180310,WS,45,31,normal,0.035,1
20180310,WS,44,35,normal,0.039,1
20180310,WS,44,31,normal,0.035,1
20180310,WS,49,33,normal,0.033,1
20180310,WS,47,34,normal,0.031,1
20180310,WS,43,31,normal,0.036000000000000004,1
20180310,EN,53,36,bad,0.039,1
20180310,EN,51,33,normal,0.035,1
20180310,EN,48,33,normal,0.04,1
20180310,EN,46,37,bad,0.038,1
20180310,EN,45,32,normal,0.039,1
20180310,EN,50,33,normal,0.035,1
20180310,EN,51,32,normal,0.040999999999999995,1
20180310,WN,48,36,bad,0.032,1
20180310,WN,43,34,normal,0.04,1
20180310,WN,48,34,normal,0.033,1
20180310,CENTER,43,31,normal,0.040999999999999995,1
20180310,CENTER,40,30,normal,0.037000000000000005,1
20180311,EN,64,42,bad,0.027999999999999997,1
20180311,ES,57,39,bad,0.027000000000000003,1
20180311,ES,53,30,normal,0.026000000000000002,1
20180311,ES,68,37,bad,0.028999999999999998,1
20180311,ES,55,41,bad,0.027999999999999997,1
20180311,WS,59,46,bad,0.036000000000000004,1
20180311,WS,63,43,bad,0.032,1
20180311,WS,61,47,bad,0.032,1
20180311,WS,59,41,bad,0.027000000000000003,1
20180311,WS,65,43,bad,0.03,1
20180311,WS,68,45,bad,0.027999999999999997,1
20180311,WS,61,44,bad,0.031,1
20180311,EN,61,39,bad,0.023,1
20180311,EN,65,39,bad,0.023,1
20180311,EN,58,38,bad,0.027000000000000003,1
20180311,EN,57,43,bad,0.027000000000000003,1
20180311,EN,55,37,bad,0.027000000000000003,1
20180311,EN,58,38,bad,0.026000000000000002,1
20180311,EN,58,35,normal,0.027999999999999997,1
20180311,WN,64,46,bad,0.022000000000000002,1
20180311,WN,63,42,bad,0.026000000000000002,1
20180311,WN,62,44,bad,0.027000000000000003,1
20180311,CENTER,52,35,normal,0.026000000000000002,1
20180311,CENTER,50,35,normal,0.024,1
20180312,ES,108,65,bad,0.055999999999999994,0
20180312,ES,103,58,bad,0.051,0
20180312,ES,115,58,bad,0.053,0
20180312,ES,93,64,bad,0.055999999999999994,0
20180312,WS,102,79,terrible,0.06,0
20180312,WS,108,73,bad,0.054000000000000006,0
20180312,WS,99,77,terrible,0.06,0
20180312,WS,99,73,bad,0.054000000000000006,0
20180312,WS,116,73,bad,0.051,0
20180312,WS,125,77,terrible,0.05,1
20180312,WS,115,79,terrible,0.06,0
20180312,CENTER,80,52,bad,0.06,0
20180312,EN,87,52,bad,0.049,1
20180312,CENTER,76,53,bad,0.055999999999999994,0
20180312,EN,85,48,bad,0.045,1
20180312,EN,93,51,bad,0.047,1
20180312,EN,93,56,bad,0.053,0
20180312,EN,91,63,bad,0.06,0
20180312,EN,86,56,bad,0.048,1
20180312,EN,104,65,bad,0.051,0
20180312,EN,95,56,bad,0.055999999999999994,0
20180312,WN,103,71,bad,0.05,1
20180312,WN,98,62,bad,0.06,0
20180312,WN,102,61,bad,0.051,0
20180313,EN,69,43,bad,0.047,1
20180313,ES,91,44,bad,0.043,1
20180313,ES,42,22,normal,0.038,1
20180313,ES,75,40,bad,0.042,1
20180313,ES,65,46,bad,0.042,1
20180313,WS,52,35,normal,0.049,1
20180313,WS,46,27,normal,0.038,1
20180313,WS,83,60,bad,0.07200000000000001,0
20180313,WS,59,40,bad,0.043,1
20180313,WS,61,36,bad,0.042,1
20180313,WS,67,36,bad,0.040999999999999995,1
20180313,WS,51,33,normal,0.046,1
20180313,EN,65,37,bad,0.047,1
20180313,EN,75,39,bad,0.049,1
20180313,EN,70,40,bad,0.048,1
20180313,EN,68,49,bad,0.051,0
20180313,EN,65,41,bad,0.042,1
20180313,EN,81,45,bad,0.040999999999999995,1
20180313,EN,79,46,bad,0.048,1
20180313,WN,59,39,bad,0.043,1
20180313,WN,44,27,normal,0.034,1
20180313,WN,50,27,normal,0.042,1
20180313,CENTER,71,56,bad,0.046,1
20180313,CENTER,59,37,bad,0.052000000000000005,0
20180313,CENTER,56,35,normal,0.049,1
20180314,CENTER,20,11,good,0.027999999999999997,1
20180314,ES,28,16,normal,0.028999999999999998,1
20180314,ES,25,11,good,0.023,1
20180314,ES,28,13,good,0.02,1
20180314,ES,18,11,good,0.027000000000000003,1
20180314,WS,20,10,good,0.027999999999999997,1
20180314,WS,24,12,good,0.024,1
20180314,WS,34,18,normal,0.027999999999999997,1
20180314,WS,22,10,good,0.024,1
20180314,WS,27,12,good,0.025,1
20180314,WS,25,14,good,0.022000000000000002,1
20180314,WS,18,10,good,0.026000000000000002,1
20180314,EN,27,13,good,0.027999999999999997,1
20180314,EN,21,9,good,0.026000000000000002,1
20180314,EN,27,12,good,0.025,1
20180314,EN,26,15,good,0.031,1
20180314,EN,19,12,good,0.027999999999999997,1
20180314,EN,19,10,good,0.025,1
20180314,EN,28,15,good,0.027000000000000003,1
20180314,EN,24,12,good,0.032,1
20180314,WN,26,15,good,0.023,1
20180314,WN,21,11,good,0.022000000000000002,1
20180314,WN,28,13,good,0.025,1
20180314,CENTER,26,14,good,0.027999999999999997,1
20180314,CENTER,22,11,good,0.032,1
20180315,EN,15,9,good,0.024,1
20180315,ES,26,20,normal,0.033,1
20180315,ES,26,17,normal,0.032,1
20180315,ES,23,15,good,0.025,1
20180315,ES,17,15,good,0.03,1
20180315,WS,22,16,normal,0.031,1
20180315,WS,26,15,good,0.03,1
20180315,WS,24,17,normal,0.027999999999999997,1
20180315,WS,21,13,good,0.027999999999999997,1
20180315,WS,25,18,normal,0.028999999999999998,1
20180315,WS,27,19,normal,0.026000000000000002,1
20180315,WS,22,15,good,0.031,1
20180315,EN,20,12,good,0.027000000000000003,1
20180315,EN,19,14,good,0.025,1
20180315,EN,20,13,good,0.031,1
20180315,EN,15,13,good,0.032,1
20180315,EN,16,13,good,0.03,1
20180315,EN,25,18,normal,0.028999999999999998,1
20180315,EN,24,15,good,0.036000000000000004,1
20180315,WN,23,17,normal,0.027999999999999997,1
20180315,WN,19,15,good,0.027000000000000003,1
20180315,WN,22,17,normal,0.025,1
20180315,CENTER,26,19,normal,0.032,1
20180315,CENTER,18,12,good,0.032,1
20180315,CENTER,20,12,good,0.028999999999999998,1
20180316,EN,15,6,good,0.013999999999999999,1
20180316,ES,14,7,good,0.01,1
20180316,ES,14,6,good,0.012,1
20180316,ES,15,5,good,0.022000000000000002,1
20180316,ES,9,5,good,0.033,1
20180316,WS,12,6,good,0.021,1
20180316,WS,15,7,good,0.017,1
20180316,WS,16,8,good,0.022000000000000002,1
20180316,WS,16,7,good,0.019,1
20180316,WS,15,6,good,0.018000000000000002,1
20180316,WS,16,9,good,0.015,1
20180316,WS,12,6,good,0.021,1
20180316,EN,10,4,good,0.016,1
20180316,EN,13,6,good,0.012,1
20180316,EN,16,8,good,0.021,1
20180316,EN,10,6,good,0.018000000000000002,1
20180316,EN,10,5,good,0.013999999999999999,1
20180316,EN,17,8,good,0.013000000000000001,1
20180316,EN,13,6,good,0.013999999999999999,1
20180316,WN,16,9,good,0.012,1
20180316,WN,10,6,good,0.013000000000000001,1
20180316,WN,14,6,good,0.016,1
20180316,CENTER,14,6,good,0.012,1
20180316,CENTER,12,6,good,0.016,1
20180316,CENTER,13,7,good,0.02,1
20180317,WN,35,23,normal,0.027999999999999997,1
20180317,ES,33,20,normal,0.032,1
20180317,ES,33,17,normal,0.03,1
20180317,ES,35,20,normal,0.03,1
20180317,ES,28,19,normal,0.043,1
20180317,WS,30,20,normal,0.038,1
20180317,WS,33,19,normal,0.036000000000000004,1
20180317,WS,38,25,normal,0.039,1
20180317,WS,32,17,normal,0.035,1
20180317,WS,37,22,normal,0.032,1
20180317,WS,37,22,normal,0.031,1
20180317,WS,31,19,normal,0.036000000000000004,1
20180317,WN,32,20,normal,0.031,1
20180317,CENTER,36,24,normal,0.032,1
20180317,WN,32,20,normal,0.026000000000000002,1
20180317,CENTER,26,16,normal,0.031,1
20180317,CENTER,27,18,normal,0.031,1
20180317,EN,30,16,normal,0.027999999999999997,1
20180317,EN,26,14,good,0.025,1
20180317,EN,29,17,normal,0.024,1
20180317,EN,30,17,normal,0.032,1
20180317,EN,27,18,normal,0.033,1
20180317,EN,25,15,good,0.026000000000000002,1
20180317,EN,34,22,normal,0.03,1
20180317,EN,31,17,normal,0.03,1
20180318,CENTER,54,41,bad,0.042,1
20180318,ES,58,42,bad,0.046,1
20180318,ES,54,37,bad,0.05,1
20180318,ES,73,43,bad,0.048,1
20180318,ES,61,49,bad,0.064,0
20180318,WS,62,53,bad,0.048,1
20180318,WS,70,51,bad,0.051,0
20180318,WS,79,60,bad,0.055,0
20180318,WS,69,52,bad,0.057,0
20180318,WS,75,56,bad,0.039,1
20180318,WS,71,49,bad,0.049,1
20180318,WS,65,47,bad,0.043,1
20180318,EN,58,40,bad,0.039,1
20180318,EN,59,38,bad,0.04,1
20180318,EN,58,34,normal,0.037000000000000005,1
20180318,EN,53,38,bad,0.042,1
20180318,EN,57,47,bad,0.051,0
20180318,EN,55,40,bad,0.04,1
20180318,EN,55,44,bad,0.045,1
20180318,EN,62,40,bad,0.051,0
20180318,WN,71,56,bad,0.037000000000000005,1
20180318,WN,61,48,bad,0.04,1
20180318,WN,58,44,bad,0.035,1
20180318,CENTER,67,59,bad,0.049,1
20180318,CENTER,52,36,bad,0.045,1
20180319,CENTER,31,23,normal,0.03,1
20180319,ES,20,15,good,0.015,1
20180319,ES,22,13,good,0.02,1
20180319,ES,34,21,normal,0.023,1
20180319,ES,25,21,normal,0.027999999999999997,1
20180319,WS,33,28,normal,0.032,1
20180319,WS,33,23,normal,0.024,1
20180319,WS,37,28,normal,0.026000000000000002,1
20180319,WS,31,21,normal,0.027999999999999997,1
20180319,WS,35,27,normal,0.024,1
20180319,WS,28,18,normal,0.033,1
20180319,WS,33,25,normal,0.027999999999999997,1
20180319,EN,35,24,normal,0.022000000000000002,1
20180319,EN,29,19,normal,0.021,1
20180319,EN,27,17,normal,0.019,1
20180319,EN,29,21,normal,0.027000000000000003,1
20180319,EN,30,25,normal,0.028999999999999998,1
20180319,EN,29,22,normal,0.021,1
20180319,EN,23,19,normal,0.02,1
20180319,EN,29,19,normal,0.022000000000000002,1
20180319,WN,37,27,normal,0.02,1
20180319,WN,24,20,normal,0.015,1
20180319,WN,31,26,normal,0.019,1
20180319,CENTER,34,28,normal,0.022000000000000002,1
20180319,CENTER,30,23,normal,0.027999999999999997,1
20180320,WN,17,7,good,0.008,1
20180320,ES,23,9,good,0.009000000000000001,1
20180320,ES,23,9,good,0.009000000000000001,1
20180320,ES,24,10,good,0.011000000000000001,1
20180320,ES,15,7,good,0.017,1
20180320,WS,17,7,good,0.018000000000000002,1
20180320,WS,20,9,good,0.013000000000000001,1
20180320,WS,23,9,good,0.015,1
20180320,WS,21,7,good,0.013999999999999999,1
20180320,WS,21,8,good,0.012,1
20180320,WS,23,11,good,0.013000000000000001,1
20180320,WS,17,7,good,0.013999999999999999,1
20180320,EN,20,8,good,0.009000000000000001,1
20180320,EN,19,6,good,0.013999999999999999,1
20180320,EN,20,7,good,0.008,1
20180320,EN,24,9,good,0.02,1
20180320,EN,17,8,good,0.015,1
20180320,EN,15,5,good,0.011000000000000001,1
20180320,EN,26,11,good,0.011000000000000001,1
20180320,EN,20,8,good,0.011000000000000001,1
20180320,WN,23,9,good,0.01,1
20180320,WN,17,7,good,0.009000000000000001,1
20180320,CENTER,19,8,good,0.008,1
20180320,CENTER,18,7,good,0.013000000000000001,1
20180320,CENTER,17,8,good,0.017,1
20180409,CENTER,31,21,normal,0.042,1
20180409,ES,33,20,normal,0.035,1
20180409,ES,31,18,normal,0.031,1
20180409,ES,42,22,normal,0.039,1
20180409,ES,35,26,normal,0.042,1
20180409,WS,39,28,normal,0.048,1
20180409,WS,41,26,normal,0.039,1
20180409,WS,48,33,normal,0.045,1
20180409,WS,37,23,normal,0.040999999999999995,1
20180409,WS,55,35,normal,0.037000000000000005,1
20180409,WS,37,22,normal,0.037000000000000005,1
20180409,WS,41,28,normal,0.045,1
20180409,EN,35,20,normal,0.034,1
20180409,EN,32,18,normal,0.031,1
20180409,EN,29,21,normal,0.0,1
20180409,EN,34,21,normal,0.036000000000000004,1
20180409,EN,35,27,normal,0.054000000000000006,0
20180409,EN,35,19,normal,0.028999999999999998,1
20180409,EN,32,20,normal,0.034,1
20180409,EN,35,20,normal,0.034,1
20180409,WN,53,35,normal,0.038,1
20180409,CENTER,35,23,normal,0.043,1
20180409,WN,44,29,normal,0.039,1
20180409,WN,42,27,normal,0.033,1
20180409,CENTER,37,28,normal,0.04,1
20180410,CENTER,38,19,normal,0.040999999999999995,1
20180410,ES,56,19,normal,0.031,1
20180410,ES,58,20,normal,0.024,1
20180410,ES,58,22,normal,0.027999999999999997,1
20180410,ES,38,19,normal,0.031,1
20180410,WS,38,19,normal,0.037000000000000005,1
20180410,WS,44,19,normal,0.032,1
20180410,WS,54,24,normal,0.035,1
20180410,WS,42,18,normal,0.032,1
20180410,WS,54,24,normal,0.031,1
20180410,WS,50,20,normal,0.03,1
20180410,WS,41,19,normal,0.034,1
20180410,EN,42,19,normal,0.031,1
20180410,EN,39,16,normal,0.025,1
20180410,EN,41,16,normal,0.0,1
20180410,EN,49,19,normal,0.033,1
20180410,EN,41,20,normal,0.045,1
20180410,EN,38,19,normal,0.027999999999999997,1
20180410,EN,50,21,normal,0.031,1
20180410,EN,45,18,normal,0.027000000000000003,1
20180410,WN,54,22,normal,0.027999999999999997,1
20180410,WN,46,20,normal,0.018000000000000002,1
20180410,WN,51,19,normal,0.018000000000000002,1
20180410,CENTER,44,21,normal,0.033,1
20180410,CENTER,37,18,normal,0.036000000000000004,1
20180411,CENTER,48,18,normal,0.024,1
20180411,ES,80,31,normal,0.026000000000000002,1
20180411,ES,77,27,normal,0.02,1
20180411,ES,80,29,normal,0.02,1
20180411,ES,56,22,normal,0.025,1
20180411,WS,53,21,normal,0.028999999999999998,1
20180411,WS,60,21,normal,0.024,1
20180411,WS,73,34,normal,0.026000000000000002,1
20180411,WS,58,22,normal,0.02,1
20180411,WS,74,34,normal,0.026000000000000002,1
20180411,WS,73,29,normal,0.022000000000000002,1
20180411,WS,53,20,normal,0.024,1
20180411,EN,59,22,normal,0.019,1
20180411,EN,58,20,normal,0.015,1
20180411,EN,70,27,normal,0.0,1
20180411,EN,68,22,normal,0.025,1
20180411,EN,54,21,normal,0.03,1
20180411,EN,54,23,normal,0.022000000000000002,1
20180411,EN,71,31,normal,0.023,1
20180411,EN,66,21,normal,0.024,1
20180411,WN,70,26,normal,0.021,1
20180411,WN,64,25,normal,0.021,1
20180411,WN,64,25,normal,0.018000000000000002,1
20180411,CENTER,59,24,normal,0.028999999999999998,1
20180411,CENTER,53,20,normal,0.027000000000000003,1
20180412,EN,36,9,good,0.023,1
20180412,ES,54,18,normal,0.034,1
20180412,ES,52,15,good,0.026000000000000002,1
20180412,ES,60,17,normal,0.027999999999999997,1
20180412,ES,39,13,good,0.032,1
20180412,WS,40,15,good,0.035,1
20180412,WS,45,15,good,0.034,1
20180412,WS,52,18,normal,0.034,1
20180412,WS,43,12,good,0.026000000000000002,1
20180412,WS,56,20,normal,0.032,1
20180412,WS,58,20,normal,0.027999999999999997,1
20180412,WS,46,16,normal,0.032,1
20180412,EN,40,13,good,0.028999999999999998,1
20180412,EN,48,16,normal,0.0,1
20180412,EN,51,15,good,0.03,1
20180412,EN,39,14,good,0.043,1
20180412,EN,37,12,good,0.028999999999999998,1
20180412,EN,54,17,normal,0.027999999999999997,1
20180412,EN,45,13,good,0.028999999999999998,1
20180412,WN,53,16,normal,0.026000000000000002,1
20180412,WN,50,17,normal,0.027000000000000003,1
20180412,WN,48,12,good,0.023,1
20180412,CENTER,39,14,good,0.034,1
20180412,CENTER,40,14,good,0.032,1
20180412,CENTER,37,13,good,0.03,1
20180413,EN,33,14,good,0.028999999999999998,1
20180413,ES,43,16,normal,0.036000000000000004,1
20180413,ES,42,16,normal,0.027000000000000003,1
20180413,ES,47,16,normal,0.037000000000000005,1
20180413,ES,30,12,good,0.040999999999999995,1
20180413,WS,30,15,good,0.046,1
20180413,WS,32,15,good,0.032,1
20180413,WS,42,17,normal,0.046,1
20180413,WS,34,12,good,0.035,1
20180413,WS,41,16,normal,0.035,1
20180413,WS,44,18,normal,0.037000000000000005,1
20180413,WS,35,15,good,0.040999999999999995,1
20180413,EN,27,9,good,0.024,1
20180413,EN,36,15,good,0.0,1
20180413,EN,43,17,normal,0.036000000000000004,1
20180413,EN,30,13,good,0.049,1
20180413,EN,28,12,good,0.027000000000000003,1
20180413,EN,41,18,normal,0.032,1
20180413,EN,37,13,good,0.032,1
20180413,WN,41,13,good,0.031,1
20180413,WN,32,12,good,0.026000000000000002,1
20180413,WN,32,14,good,0.024,1
20180413,CENTER,27,12,good,0.028999999999999998,1
20180413,CENTER,29,13,good,0.035,1
20180413,CENTER,29,13,good,0.04,1
20180414,CENTER,15,9,good,0.021,1
20180414,ES,23,12,good,0.018000000000000002,1
20180414,ES,22,10,good,0.015,1
20180414,ES,27,13,good,0.02,1
20180414,ES,17,9,good,0.026000000000000002,1
20180414,WS,19,10,good,0.025,1
20180414,WS,21,11,good,0.018000000000000002,1
20180414,WS,20,13,good,0.025,1
20180414,WS,22,9,good,0.021,1
20180414,WS,21,12,good,0.023,1
20180414,WS,26,12,good,0.019,1
20180414,WS,18,10,good,0.022000000000000002,1
20180414,CENTER,17,10,good,0.019,1
20180414,EN,22,10,good,0.016,1
20180414,CENTER,17,10,good,0.019,1
20180414,EN,15,6,good,0.011000000000000001,1
20180414,EN,21,12,good,0.0,1
20180414,EN,25,8,good,0.019,1
20180414,EN,15,9,good,0.027000000000000003,1
20180414,EN,15,8,good,0.019,1
20180414,EN,24,13,good,0.018000000000000002,1
20180414,EN,20,10,good,0.015,1
20180414,WN,21,12,good,0.018000000000000002,1
20180414,WN,18,9,good,0.013999999999999999,1
20180414,WN,18,11,good,0.013999999999999999,1
20180415,CENTER,57,18,normal,0.016,1
20180415,ES,96,26,normal,0.018000000000000002,1
20180415,ES,96,22,normal,0.015,1
20180415,ES,99,25,normal,0.016,1
20180415,ES,69,19,normal,0.018000000000000002,1
20180415,WS,59,20,normal,0.021,1
20180415,WS,64,20,normal,0.021,1
20180415,WS,80,28,normal,0.023,1
20180415,WS,66,20,normal,0.018000000000000002,1
20180415,WS,82,27,normal,0.018000000000000002,1
20180415,WS,84,23,normal,0.017,1
20180415,WS,63,18,normal,0.018000000000000002,1
20180415,EN,75,18,normal,0.013999999999999999,1
20180415,EN,75,16,normal,0.011000000000000001,1
20180415,EN,91,25,normal,0.0,1
20180415,EN,81,19,normal,0.017,1
20180415,EN,67,18,normal,0.02,1
20180415,EN,67,19,normal,0.018000000000000002,1
20180415,EN,88,25,normal,0.018000000000000002,1
20180415,EN,79,20,normal,0.013999999999999999,1
20180415,WN,80,24,normal,0.013999999999999999,1
20180415,WN,72,23,normal,0.017,1
20180415,WN,71,26,normal,0.015,1
20180415,CENTER,67,20,normal,0.021,1
20180415,CENTER,61,17,normal,0.017,1
20180416,CENTER,30,19,normal,0.027999999999999997,1
20180416,ES,45,25,normal,0.03,1
20180416,ES,43,23,normal,0.026000000000000002,1
20180416,ES,49,26,normal,0.027999999999999997,1
20180416,ES,33,20,normal,0.031,1
20180416,WS,34,23,normal,0.034,1
20180416,WS,38,22,normal,0.034,1
20180416,WS,42,26,normal,0.035,1
20180416,WS,37,22,normal,0.028999999999999998,1
20180416,WS,43,25,normal,0.027999999999999997,1
20180416,WS,43,25,normal,0.026000000000000002,1
20180416,WS,37,22,normal,0.03,1
20180416,EN,34,19,normal,0.026000000000000002,1
20180416,EN,30,15,good,0.019,1
20180416,EN,37,24,normal,0.0,1
20180416,EN,40,23,normal,0.031,1
20180416,EN,32,21,normal,0.038,1
20180416,EN,30,17,normal,0.024,1
20180416,EN,44,26,normal,0.027000000000000003,1
20180416,EN,39,19,normal,0.025,1
20180416,WN,41,23,normal,0.024,1
20180416,WN,36,22,normal,0.024,1
20180416,WN,36,24,normal,0.021,1
20180416,CENTER,31,21,normal,0.027999999999999997,1
20180416,CENTER,32,20,normal,0.027999999999999997,1
20180417,EN,52,24,normal,0.022000000000000002,1
20180417,ES,70,33,normal,0.042,1
20180417,ES,74,31,normal,0.036000000000000004,1
20180417,ES,75,32,normal,0.045,1
20180417,ES,55,28,normal,0.048,1
20180417,WS,51,31,normal,0.05,1
20180417,WS,57,28,normal,0.044000000000000004,1
20180417,WS,67,35,normal,0.049,1
20180417,WS,57,30,normal,0.040999999999999995,1
20180417,WS,67,38,bad,0.042,1
20180417,WS,74,38,bad,0.040999999999999995,1
20180417,WS,56,30,normal,0.046,1
20180417,EN,54,26,normal,0.032,1
20180417,EN,58,29,normal,0.0,1
20180417,EN,63,27,normal,0.04,1
20180417,EN,51,28,normal,0.059000000000000004,0
20180417,EN,51,26,normal,0.033,1
20180417,EN,67,37,bad,0.040999999999999995,1
20180417,EN,61,27,normal,0.039,1
20180417,WN,62,29,normal,0.039,1
20180417,WN,55,30,normal,0.037000000000000005,1
20180417,WN,57,31,normal,0.028999999999999998,1
20180417,CENTER,51,31,normal,0.049,1
20180417,CENTER,50,25,normal,0.045,1
20180417,CENTER,48,26,normal,0.040999999999999995,1
20180418,EN,62,27,normal,0.032,1
20180418,ES,93,42,bad,0.055,0
20180418,ES,72,36,bad,0.048,1
20180418,ES,77,36,bad,0.047,1
20180418,ES,58,33,normal,0.05,1
20180418,WS,55,36,bad,0.053,0
20180418,WS,60,34,normal,0.047,1
20180418,WS,73,41,bad,0.054000000000000006,0
20180418,WS,61,34,normal,0.042,1
20180418,WS,74,43,bad,0.046,1
20180418,WS,73,41,bad,0.046,1
20180418,WS,59,32,normal,0.045,1
20180418,EN,63,26,normal,0.021,1
20180418,EN,68,28,normal,0.021,1
20180418,EN,72,27,normal,0.039,1
20180418,EN,57,31,normal,0.047,1
20180418,EN,62,28,normal,0.042,1
20180418,EN,71,37,bad,0.048,1
20180418,EN,72,31,normal,0.049,1
20180418,WN,71,33,normal,0.037000000000000005,1
20180418,WN,67,32,normal,0.032,1
20180418,WN,59,31,normal,0.024,1
20180418,CENTER,56,36,bad,0.046,1
20180418,CENTER,53,27,normal,0.04,1
20180418,CENTER,50,27,normal,0.038,1
20180419,CENTER,65,38,bad,0.055,0
20180419,ES,117,54,bad,0.063,0
20180419,ES,57,25,normal,0.04,1
20180419,ES,103,41,bad,0.057,0
20180419,ES,81,37,bad,0.071,0
20180419,WS,59,41,bad,0.059000000000000004,0
20180419,WS,66,35,normal,0.055,0
20180419,WS,79,43,bad,0.061,0
20180419,WS,75,39,bad,0.051,0
20180419,WS,75,45,bad,0.047,1
20180419,WS,74,40,bad,0.05,1
20180419,WS,63,37,bad,0.057999999999999996,0
20180419,CENTER,70,32,normal,0.06,0
20180419,EN,84,37,bad,0.048,1
20180419,CENTER,63,34,normal,0.062,0
20180419,EN,82,35,normal,0.031,1
20180419,EN,99,39,bad,0.038,1
20180419,EN,102,37,bad,0.055,0
20180419,EN,75,38,bad,0.07400000000000001,0
20180419,EN,80,35,normal,0.054000000000000006,0
20180419,EN,88,41,bad,0.054000000000000006,0
20180419,EN,94,37,bad,0.057999999999999996,0
20180419,WN,78,36,bad,0.047,1
20180419,WN,82,42,bad,0.055999999999999994,0
20180419,WN,75,40,bad,0.040999999999999995,1
20180421,EN,72,39,bad,0.048,1
20180421,ES,97,58,bad,0.055,0
20180421,ES,85,45,bad,0.049,1
20180421,ES,89,49,bad,0.054000000000000006,0
20180421,ES,74,44,bad,0.057,0
20180421,WS,65,41,bad,0.057999999999999996,0
20180421,WS,64,34,normal,0.049,1
20180421,WS,75,47,bad,0.054000000000000006,0
20180421,WS,66,40,bad,0.046,1
20180421,WS,89,52,bad,0.05,1
20180421,WS,82,46,bad,0.048,1
20180421,WS,73,40,bad,0.057,0
20180421,EN,71,37,bad,0.033,1
20180421,EN,81,46,bad,0.037000000000000005,1
20180421,EN,79,38,bad,0.05,1
20180421,EN,73,45,bad,0.065,0
20180421,EN,70,40,bad,0.049,1
20180421,EN,100,56,bad,0.051,0
20180421,EN,89,41,bad,0.055,0
20180421,WN,85,42,bad,0.051,0
20180421,WN,81,45,bad,0.051,0
20180421,WN,66,42,bad,0.033,1
20180421,CENTER,71,47,bad,0.059000000000000004,0
20180421,CENTER,69,38,bad,0.057,0
20180421,CENTER,66,39,bad,0.057,0
20180422,CENTER,33,18,normal,0.039,1
20180422,ES,48,27,normal,0.025,1
20180422,ES,44,23,normal,0.025,1
20180422,ES,48,25,normal,0.032,1
20180422,ES,33,18,normal,0.033,1
20180422,WS,34,19,normal,0.040999999999999995,1
20180422,WS,38,18,normal,0.032,1
20180422,WS,40,23,normal,0.038,1
20180422,WS,37,18,normal,0.034,1
20180422,WS,40,22,normal,0.033,1
20180422,WS,48,25,normal,0.033,1
20180422,WS,37,20,normal,0.04,1
20180422,EN,39,21,normal,0.03,1
20180422,EN,35,17,normal,0.022000000000000002,1
20180422,EN,41,27,normal,0.027999999999999997,1
20180422,EN,47,25,normal,0.033,1
20180422,EN,34,20,normal,0.040999999999999995,1
20180422,EN,32,17,normal,0.023,1
20180422,EN,44,26,normal,0.025,1
20180422,EN,41,18,normal,0.027000000000000003,1
20180422,WN,38,17,normal,0.028999999999999998,1
20180422,WN,34,19,normal,0.019,1
